year,DHSID_EA,n_quads
2017,BF-2017-7Z-00000001,8
2017,BF-2017-7Z-00000002,6
2017,BF-2017-7Z-00000004,6
2017,BF-2017-7Z-00000005,5
2017,BF-2017-7Z-00000006,5
2017,BF-2017-7Z-00000007,8
2017,BF-2017-7Z-00000008,5
2017,BF-2017-7Z-00000009,6
2017,BF-2017-7Z-00000010,5
2017,BF-2017-7Z-00000011,8
2017,BF-2017-7Z-00000012,8
2017,BF-2017-7Z-00000013,5
2017,BF-2017-7Z-00000014,8
2017,BF-2017-7Z-00000015,6
2017,BF-2017-7Z-00000016,6
2017,BF-2017-7Z-00000017,8
2017,BF-2017-7Z-00000018,6
2017,BF-2017-7Z-00000019,6
2017,BF-2017-7Z-00000022,5
2017,BF-2017-7Z-00000023,6
2017,BF-2017-7Z-00000024,6
2017,BF-2017-7Z-00000025,8
2017,BF-2017-7Z-00000027,8
2017,BF-2017-7Z-00000028,8
2017,BF-2017-7Z-00000029,5
2017,BF-2017-7Z-00000030,6
2017,BF-2017-7Z-00000031,6
2017,BF-2017-7Z-00000032,8
2017,BF-2017-7Z-00000033,6
2017,BF-2017-7Z-00000034,5
2017,BF-2017-7Z-00000035,8
2017,BF-2017-7Z-00000036,6
2017,BF-2017-7Z-00000037,8
2017,BF-2017-7Z-00000038,6
2017,BF-2017-7Z-00000039,6
2017,BF-2017-7Z-00000040,5
2017,BF-2017-7Z-00000041,6
2017,BF-2017-7Z-00000043,5
2017,BF-2017-7Z-00000045,8
2017,BF-2017-7Z-00000046,8
2017,BF-2017-7Z-00000047,6
2017,BF-2017-7Z-00000048,5
2017,BF-2017-7Z-00000049,5
2017,BF-2017-7Z-00000050,6
2017,BF-2017-7Z-00000051,8
2017,BF-2017-7Z-00000052,5
2017,BF-2017-7Z-00000053,6
2017,BF-2017-7Z-00000055,6
2017,BF-2017-7Z-00000056,6
2017,BF-2017-7Z-00000057,8
2017,BF-2017-7Z-00000058,6
2017,BF-2017-7Z-00000059,5
2017,BF-2017-7Z-00000060,5
2017,BF-2017-7Z-00000061,6
2017,BF-2017-7Z-00000062,6
2017,BF-2017-7Z-00000063,6
2017,BF-2017-7Z-00000064,5
2017,BF-2017-7Z-00000065,6
2017,BF-2017-7Z-00000066,8
2017,BF-2017-7Z-00000067,8
2017,BF-2017-7Z-00000068,6
2017,BF-2017-7Z-00000069,6
2017,BF-2017-7Z-00000070,6
2017,BF-2017-7Z-00000071,8
2017,BF-2017-7Z-00000072,6
2017,BF-2017-7Z-00000074,6
2017,BF-2017-7Z-00000077,6
2017,BF-2017-7Z-00000078,6
2017,BF-2017-7Z-00000079,5
2017,BF-2017-7Z-00000080,8
2017,BF-2017-7Z-00000081,6
2017,BF-2017-7Z-00000082,6
2017,BF-2017-7Z-00000083,6
2017,BF-2017-7Z-00000084,6
2017,BF-2017-7Z-00000085,8
2017,BF-2017-7Z-00000086,8
2017,BF-2017-7Z-00000087,8
2017,BF-2017-7Z-00000088,6
2017,BF-2017-7Z-00000090,5
2017,BF-2017-7Z-00000093,6
2017,BF-2017-7Z-00000094,5
2017,BF-2017-7Z-00000096,10
2017,BF-2017-7Z-00000097,6
2017,BF-2017-7Z-00000098,8
2017,BF-2017-7Z-00000099,5
2017,BF-2017-7Z-00000100,8
2017,BF-2017-7Z-00000101,6
2017,BF-2017-7Z-00000102,5
2017,BF-2017-7Z-00000103,5
2017,BF-2017-7Z-00000104,8
2017,BF-2017-7Z-00000105,6
2017,BF-2017-7Z-00000106,5
2017,BF-2017-7Z-00000107,6
2017,BF-2017-7Z-00000108,6
2017,BF-2017-7Z-00000109,10
2017,BF-2017-7Z-00000110,6
2017,BF-2017-7Z-00000111,8
2017,BF-2017-7Z-00000112,6
2017,BF-2017-7Z-00000113,5
2017,BF-2017-7Z-00000114,6
2017,BF-2017-7Z-00000115,6
2017,BF-2017-7Z-00000116,6
2017,BF-2017-7Z-00000117,5
2017,BF-2017-7Z-00000118,6
2017,BF-2017-7Z-00000119,10
2017,BF-2017-7Z-00000120,5
2017,BF-2017-7Z-00000121,6
2017,BF-2017-7Z-00000122,6
2017,BF-2017-7Z-00000123,5
2017,BF-2017-7Z-00000124,8
2017,BF-2017-7Z-00000125,5
2017,BF-2017-7Z-00000126,5
2017,BF-2017-7Z-00000127,8
2017,BF-2017-7Z-00000128,6
2017,BF-2017-7Z-00000129,6
2017,BF-2017-7Z-00000130,6
2017,BF-2017-7Z-00000131,5
2017,BF-2017-7Z-00000132,8
2017,BF-2017-7Z-00000133,6
2017,BF-2017-7Z-00000134,8
2017,BF-2017-7Z-00000135,5
2017,BF-2017-7Z-00000136,6
2017,BF-2017-7Z-00000137,5
2017,BF-2017-7Z-00000138,6
2017,BF-2017-7Z-00000139,6
2017,BF-2017-7Z-00000140,6
2017,BF-2017-7Z-00000141,5
2017,BF-2017-7Z-00000142,6
2017,BF-2017-7Z-00000143,8
2017,BF-2017-7Z-00000144,6
2017,BF-2017-7Z-00000145,5
2017,BF-2017-7Z-00000146,6
2017,BF-2017-7Z-00000147,8
2017,BF-2017-7Z-00000148,8
2017,BF-2017-7Z-00000149,5
2017,BF-2017-7Z-00000150,5
2017,BF-2017-7Z-00000151,8
2017,BF-2017-7Z-00000152,8
2017,BF-2017-7Z-00000153,6
2017,BF-2017-7Z-00000154,8
2017,BF-2017-7Z-00000155,6
2017,BF-2017-7Z-00000156,5
2017,BF-2017-7Z-00000157,6
2017,BF-2017-7Z-00000158,5
2017,BF-2017-7Z-00000159,5
2017,BF-2017-7Z-00000160,8
2017,BF-2017-7Z-00000161,6
2017,BF-2017-7Z-00000162,10
2017,BF-2017-7Z-00000163,6
2017,BF-2017-7Z-00000164,6
2017,BF-2017-7Z-00000165,6
2017,BF-2017-7Z-00000166,6
2017,BF-2017-7Z-00000167,6
2017,BF-2017-7Z-00000168,6
2017,BF-2017-7Z-00000169,8
2017,BF-2017-7Z-00000170,8
2017,BF-2017-7Z-00000171,6
2017,BF-2017-7Z-00000173,6
2017,BF-2017-7Z-00000174,6
2017,BF-2017-7Z-00000175,6
2017,BF-2017-7Z-00000176,6
2017,BF-2017-7Z-00000177,8
2017,BF-2017-7Z-00000178,6
2017,BF-2017-7Z-00000179,6
2017,BF-2017-7Z-00000180,6
2017,BF-2017-7Z-00000181,6
2017,BF-2017-7Z-00000182,6
2017,BF-2017-7Z-00000183,5
2017,BF-2017-7Z-00000184,8
2017,BF-2017-7Z-00000185,6
2017,BF-2017-7Z-00000186,5
2017,BF-2017-7Z-00000187,8
2017,BF-2017-7Z-00000188,6
2017,BF-2017-7Z-00000189,6
2017,BF-2017-7Z-00000190,8
2017,BF-2017-7Z-00000191,8
2017,BF-2017-7Z-00000192,6
2017,BF-2017-7Z-00000193,5
2017,BF-2017-7Z-00000194,6
2017,BF-2017-7Z-00000195,5
2017,BF-2017-7Z-00000196,8
2017,BF-2017-7Z-00000197,5
2017,BF-2017-7Z-00000200,6
2017,BF-2017-7Z-00000201,6
2017,BF-2017-7Z-00000202,8
2017,BF-2017-7Z-00000203,6
2017,BF-2017-7Z-00000204,5
2017,BF-2017-7Z-00000205,6
2017,BF-2017-7Z-00000206,8
2017,BF-2017-7Z-00000207,8
2017,BF-2017-7Z-00000208,8
2017,BF-2017-7Z-00000209,6
2017,BF-2017-7Z-00000210,6
2017,BF-2017-7Z-00000212,6
2017,BF-2017-7Z-00000213,6
2017,BF-2017-7Z-00000215,6
2017,BF-2017-7Z-00000216,6
2017,BF-2017-7Z-00000219,6
2017,BF-2017-7Z-00000220,5
2017,BF-2017-7Z-00000221,6
2017,BF-2017-7Z-00000222,5
2017,BF-2017-7Z-00000223,6
2017,BF-2017-7Z-00000224,5
2017,BF-2017-7Z-00000227,8
2017,BF-2017-7Z-00000232,6
2017,BF-2017-7Z-00000233,5
2017,BF-2017-7Z-00000234,13
2017,BF-2017-7Z-00000235,5
2017,BF-2017-7Z-00000236,5
2017,BF-2017-7Z-00000237,6
2017,BF-2017-7Z-00000238,5
2017,BF-2017-7Z-00000239,8
2017,BF-2017-7Z-00000240,5
2017,BF-2017-7Z-00000241,6
2017,BF-2017-7Z-00000242,5
2017,BF-2017-7Z-00000243,6
2017,BF-2017-7Z-00000244,5
2017,BF-2017-7Z-00000245,6
2017,BF-2017-7Z-00000246,6
2017,BF-2017-7Z-00000247,5
2017,BF-2017-7Z-00000248,6
2017,BF-2017-7Z-00000249,6
2017,BF-2017-7Z-00000250,6
2017,BF-2017-7Z-00000252,5
2017,BJ-2017-7#-00000001,5
2017,BJ-2017-7#-00000002,5
2017,BJ-2017-7#-00000003,5
2017,BJ-2017-7#-00000004,6
2017,BJ-2017-7#-00000005,6
2017,BJ-2017-7#-00000006,5
2017,BJ-2017-7#-00000007,5
2017,BJ-2017-7#-00000008,6
2017,BJ-2017-7#-00000009,6
2017,BJ-2017-7#-00000010,5
2017,BJ-2017-7#-00000011,6
2017,BJ-2017-7#-00000012,6
2017,BJ-2017-7#-00000013,10
2017,BJ-2017-7#-00000014,6
2017,BJ-2017-7#-00000015,6
2017,BJ-2017-7#-00000016,8
2017,BJ-2017-7#-00000017,8
2017,BJ-2017-7#-00000018,6
2017,BJ-2017-7#-00000019,6
2017,BJ-2017-7#-00000020,10
2017,BJ-2017-7#-00000021,6
2017,BJ-2017-7#-00000022,6
2017,BJ-2017-7#-00000023,6
2017,BJ-2017-7#-00000024,6
2017,BJ-2017-7#-00000025,8
2017,BJ-2017-7#-00000026,6
2017,BJ-2017-7#-00000027,5
2017,BJ-2017-7#-00000028,10
2017,BJ-2017-7#-00000029,8
2017,BJ-2017-7#-00000030,6
2017,BJ-2017-7#-00000031,5
2017,BJ-2017-7#-00000032,6
2017,BJ-2017-7#-00000033,5
2017,BJ-2017-7#-00000034,8
2017,BJ-2017-7#-00000035,5
2017,BJ-2017-7#-00000036,6
2017,BJ-2017-7#-00000037,8
2017,BJ-2017-7#-00000038,6
2017,BJ-2017-7#-00000039,8
2017,BJ-2017-7#-00000040,6
2017,BJ-2017-7#-00000041,6
2017,BJ-2017-7#-00000042,5
2017,BJ-2017-7#-00000043,8
2017,BJ-2017-7#-00000044,6
2017,BJ-2017-7#-00000045,6
2017,BJ-2017-7#-00000046,6
2017,BJ-2017-7#-00000047,6
2017,BJ-2017-7#-00000048,6
2017,BJ-2017-7#-00000049,6
2017,BJ-2017-7#-00000050,5
2017,BJ-2017-7#-00000051,6
2017,BJ-2017-7#-00000052,5
2017,BJ-2017-7#-00000053,6
2017,BJ-2017-7#-00000054,5
2017,BJ-2017-7#-00000055,5
2017,BJ-2017-7#-00000056,10
2017,BJ-2017-7#-00000057,6
2017,BJ-2017-7#-00000058,6
2017,BJ-2017-7#-00000059,6
2017,BJ-2017-7#-00000060,6
2017,BJ-2017-7#-00000061,5
2017,BJ-2017-7#-00000062,6
2017,BJ-2017-7#-00000063,8
2017,BJ-2017-7#-00000064,6
2017,BJ-2017-7#-00000065,6
2017,BJ-2017-7#-00000066,8
2017,BJ-2017-7#-00000067,6
2017,BJ-2017-7#-00000068,8
2017,BJ-2017-7#-00000069,8
2017,BJ-2017-7#-00000070,8
2017,BJ-2017-7#-00000071,8
2017,BJ-2017-7#-00000072,6
2017,BJ-2017-7#-00000073,8
2017,BJ-2017-7#-00000074,5
2017,BJ-2017-7#-00000075,5
2017,BJ-2017-7#-00000076,5
2017,BJ-2017-7#-00000077,8
2017,BJ-2017-7#-00000078,6
2017,BJ-2017-7#-00000079,6
2017,BJ-2017-7#-00000080,8
2017,BJ-2017-7#-00000081,5
2017,BJ-2017-7#-00000082,6
2017,BJ-2017-7#-00000083,6
2017,BJ-2017-7#-00000084,6
2017,BJ-2017-7#-00000086,6
2017,BJ-2017-7#-00000087,6
2017,BJ-2017-7#-00000088,5
2017,BJ-2017-7#-00000089,5
2017,BJ-2017-7#-00000090,5
2017,BJ-2017-7#-00000091,5
2017,BJ-2017-7#-00000092,5
2017,BJ-2017-7#-00000093,5
2017,BJ-2017-7#-00000094,5
2017,BJ-2017-7#-00000095,6
2017,BJ-2017-7#-00000096,6
2017,BJ-2017-7#-00000099,10
2017,BJ-2017-7#-00000100,8
2017,BJ-2017-7#-00000101,8
2017,BJ-2017-7#-00000102,8
2017,BJ-2017-7#-00000103,6
2017,BJ-2017-7#-00000104,6
2017,BJ-2017-7#-00000105,6
2017,BJ-2017-7#-00000106,6
2017,BJ-2017-7#-00000107,6
2017,BJ-2017-7#-00000108,6
2017,BJ-2017-7#-00000110,6
2017,BJ-2017-7#-00000111,6
2017,BJ-2017-7#-00000112,6
2017,BJ-2017-7#-00000113,6
2017,BJ-2017-7#-00000114,6
2017,BJ-2017-7#-00000115,5
2017,BJ-2017-7#-00000116,8
2017,BJ-2017-7#-00000117,6
2017,BJ-2017-7#-00000118,8
2017,BJ-2017-7#-00000119,5
2017,BJ-2017-7#-00000120,6
2017,BJ-2017-7#-00000121,5
2017,BJ-2017-7#-00000122,6
2017,BJ-2017-7#-00000123,6
2017,BJ-2017-7#-00000124,5
2017,BJ-2017-7#-00000125,5
2017,BJ-2017-7#-00000126,5
2017,BJ-2017-7#-00000127,8
2017,BJ-2017-7#-00000128,6
2017,BJ-2017-7#-00000129,8
2017,BJ-2017-7#-00000130,6
2017,BJ-2017-7#-00000131,6
2017,BJ-2017-7#-00000132,6
2017,BJ-2017-7#-00000133,6
2017,BJ-2017-7#-00000134,6
2017,BJ-2017-7#-00000135,8
2017,BJ-2017-7#-00000136,8
2017,BJ-2017-7#-00000137,8
2017,BJ-2017-7#-00000138,6
2017,BJ-2017-7#-00000139,6
2017,BJ-2017-7#-00000140,10
2017,BJ-2017-7#-00000141,6
2017,BJ-2017-7#-00000142,8
2017,BJ-2017-7#-00000143,8
2017,BJ-2017-7#-00000144,5
2017,BJ-2017-7#-00000145,6
2017,BJ-2017-7#-00000146,6
2017,BJ-2017-7#-00000147,8
2017,BJ-2017-7#-00000148,5
2017,BJ-2017-7#-00000149,5
2017,BJ-2017-7#-00000151,6
2017,BJ-2017-7#-00000152,8
2017,BJ-2017-7#-00000153,5
2017,BJ-2017-7#-00000154,6
2017,BJ-2017-7#-00000155,6
2017,BJ-2017-7#-00000156,5
2017,BJ-2017-7#-00000157,6
2017,BJ-2017-7#-00000158,5
2017,BJ-2017-7#-00000159,6
2017,BJ-2017-7#-00000160,6
2017,BJ-2017-7#-00000161,8
2017,BJ-2017-7#-00000162,8
2017,BJ-2017-7#-00000164,6
2017,BJ-2017-7#-00000165,5
2017,BJ-2017-7#-00000166,5
2017,BJ-2017-7#-00000167,6
2017,BJ-2017-7#-00000168,8
2017,BJ-2017-7#-00000169,6
2017,BJ-2017-7#-00000170,8
2017,BJ-2017-7#-00000171,8
2017,BJ-2017-7#-00000172,6
2017,BJ-2017-7#-00000173,5
2017,BJ-2017-7#-00000174,5
2017,BJ-2017-7#-00000175,8
2017,BJ-2017-7#-00000176,8
2017,BJ-2017-7#-00000177,6
2017,BJ-2017-7#-00000178,8
2017,BJ-2017-7#-00000179,5
2017,BJ-2017-7#-00000180,6
2017,BJ-2017-7#-00000181,6
2017,BJ-2017-7#-00000182,6
2017,BJ-2017-7#-00000184,8
2017,BJ-2017-7#-00000185,5
2017,BJ-2017-7#-00000186,6
2017,BJ-2017-7#-00000187,8
2017,BJ-2017-7#-00000188,6
2017,BJ-2017-7#-00000189,6
2017,BJ-2017-7#-00000190,8
2017,BJ-2017-7#-00000191,6
2017,BJ-2017-7#-00000192,8
2017,BJ-2017-7#-00000193,8
2017,BJ-2017-7#-00000194,6
2017,BJ-2017-7#-00000195,5
2017,BJ-2017-7#-00000196,8
2017,BJ-2017-7#-00000197,6
2017,BJ-2017-7#-00000198,10
2017,BJ-2017-7#-00000199,6
2017,BJ-2017-7#-00000200,6
2017,BJ-2017-7#-00000201,8
2017,BJ-2017-7#-00000202,6
2017,BJ-2017-7#-00000203,5
2017,BJ-2017-7#-00000204,8
2017,BJ-2017-7#-00000205,10
2017,BJ-2017-7#-00000206,6
2017,BJ-2017-7#-00000207,8
2017,BJ-2017-7#-00000208,8
2017,BJ-2017-7#-00000209,8
2017,BJ-2017-7#-00000210,5
2017,BJ-2017-7#-00000211,8
2017,BJ-2017-7#-00000212,10
2017,BJ-2017-7#-00000213,5
2017,BJ-2017-7#-00000214,6
2017,BJ-2017-7#-00000215,5
2017,BJ-2017-7#-00000216,5
2017,BJ-2017-7#-00000217,6
2017,BJ-2017-7#-00000218,6
2017,BJ-2017-7#-00000219,6
2017,BJ-2017-7#-00000220,5
2017,BJ-2017-7#-00000221,6
2017,BJ-2017-7#-00000222,8
2017,BJ-2017-7#-00000223,5
2017,BJ-2017-7#-00000224,5
2017,BJ-2017-7#-00000225,6
2017,BJ-2017-7#-00000226,5
2017,BJ-2017-7#-00000227,6
2017,BJ-2017-7#-00000228,6
2017,BJ-2017-7#-00000229,6
2017,BJ-2017-7#-00000230,5
2017,BJ-2017-7#-00000231,5
2017,BJ-2017-7#-00000232,8
2017,BJ-2017-7#-00000233,6
2017,BJ-2017-7#-00000234,6
2017,BJ-2017-7#-00000235,5
2017,BJ-2017-7#-00000236,6
2017,BJ-2017-7#-00000237,6
2017,BJ-2017-7#-00000238,6
2017,BJ-2017-7#-00000239,5
2017,BJ-2017-7#-00000240,6
2017,BJ-2017-7#-00000241,6
2017,BJ-2017-7#-00000242,5
2017,BJ-2017-7#-00000243,5
2017,BJ-2017-7#-00000244,6
2017,BJ-2017-7#-00000245,5
2017,BJ-2017-7#-00000246,6
2017,BJ-2017-7#-00000247,8
2017,BJ-2017-7#-00000248,8
2017,BJ-2017-7#-00000249,5
2017,BJ-2017-7#-00000250,5
2017,BJ-2017-7#-00000251,6
2017,BJ-2017-7#-00000252,8
2017,BJ-2017-7#-00000253,8
2017,BJ-2017-7#-00000254,6
2017,BJ-2017-7#-00000255,8
2017,BJ-2017-7#-00000256,6
2017,BJ-2017-7#-00000257,5
2017,BJ-2017-7#-00000258,6
2017,BJ-2017-7#-00000259,8
2017,BJ-2017-7#-00000260,6
2017,BJ-2017-7#-00000261,8
2017,BJ-2017-7#-00000262,8
2017,BJ-2017-7#-00000263,6
2017,BJ-2017-7#-00000264,5
2017,BJ-2017-7#-00000265,6
2017,BJ-2017-7#-00000266,8
2017,BJ-2017-7#-00000267,5
2017,BJ-2017-7#-00000268,5
2017,BJ-2017-7#-00000269,8
2017,BJ-2017-7#-00000270,8
2017,BJ-2017-7#-00000271,6
2017,BJ-2017-7#-00000272,8
2017,BJ-2017-7#-00000273,6
2017,BJ-2017-7#-00000274,5
2017,BJ-2017-7#-00000275,6
2017,BJ-2017-7#-00000276,5
2017,BJ-2017-7#-00000277,8
2017,BJ-2017-7#-00000278,5
2017,BJ-2017-7#-00000279,8
2017,BJ-2017-7#-00000280,8
2017,BJ-2017-7#-00000281,6
2017,BJ-2017-7#-00000282,6
2017,BJ-2017-7#-00000283,6
2017,BJ-2017-7#-00000284,8
2017,BJ-2017-7#-00000285,5
2017,BJ-2017-7#-00000286,6
2017,BJ-2017-7#-00000287,5
2017,BJ-2017-7#-00000288,6
2017,BJ-2017-7#-00000289,5
2017,BJ-2017-7#-00000290,5
2017,BJ-2017-7#-00000291,6
2017,BJ-2017-7#-00000292,6
2017,BJ-2017-7#-00000293,6
2017,BJ-2017-7#-00000294,6
2017,BJ-2017-7#-00000295,6
2017,BJ-2017-7#-00000296,5
2017,BJ-2017-7#-00000297,6
2017,BJ-2017-7#-00000298,5
2017,BJ-2017-7#-00000299,8
2017,BJ-2017-7#-00000300,8
2017,BJ-2017-7#-00000301,5
2017,BJ-2017-7#-00000302,6
2017,BJ-2017-7#-00000303,6
2017,BJ-2017-7#-00000304,5
2017,BJ-2017-7#-00000305,8
2017,BJ-2017-7#-00000306,6
2017,BJ-2017-7#-00000307,6
2017,BJ-2017-7#-00000308,6
2017,BJ-2017-7#-00000309,6
2017,BJ-2017-7#-00000310,6
2017,BJ-2017-7#-00000311,6
2017,BJ-2017-7#-00000312,8
2017,BJ-2017-7#-00000313,8
2017,BJ-2017-7#-00000314,5
2017,BJ-2017-7#-00000315,8
2017,BJ-2017-7#-00000316,5
2017,BJ-2017-7#-00000317,5
2017,BJ-2017-7#-00000318,5
2017,BJ-2017-7#-00000319,5
2017,BJ-2017-7#-00000320,5
2017,BJ-2017-7#-00000321,8
2017,BJ-2017-7#-00000322,6
2017,BJ-2017-7#-00000323,6
2017,BJ-2017-7#-00000324,6
2017,BJ-2017-7#-00000325,6
2017,BJ-2017-7#-00000326,6
2017,BJ-2017-7#-00000327,6
2017,BJ-2017-7#-00000328,6
2017,BJ-2017-7#-00000329,6
2017,BJ-2017-7#-00000330,6
2017,BJ-2017-7#-00000331,6
2017,BJ-2017-7#-00000332,6
2017,BJ-2017-7#-00000333,6
2017,BJ-2017-7#-00000334,6
2017,BJ-2017-7#-00000335,6
2017,BJ-2017-7#-00000336,6
2017,BJ-2017-7#-00000337,6
2017,BJ-2017-7#-00000338,6
2017,BJ-2017-7#-00000339,6
2017,BJ-2017-7#-00000340,8
2017,BJ-2017-7#-00000341,5
2017,BJ-2017-7#-00000342,6
2017,BJ-2017-7#-00000343,5
2017,BJ-2017-7#-00000344,6
2017,BJ-2017-7#-00000345,6
2017,BJ-2017-7#-00000346,6
2017,BJ-2017-7#-00000347,6
2017,BJ-2017-7#-00000348,6
2017,BJ-2017-7#-00000349,5
2017,BJ-2017-7#-00000350,5
2017,BJ-2017-7#-00000351,6
2017,BJ-2017-7#-00000352,5
2017,BJ-2017-7#-00000353,5
2017,BJ-2017-7#-00000354,5
2017,BJ-2017-7#-00000355,5
2017,BJ-2017-7#-00000356,5
2017,BJ-2017-7#-00000357,5
2017,BJ-2017-7#-00000358,5
2017,BJ-2017-7#-00000359,6
2017,BJ-2017-7#-00000360,5
2017,BJ-2017-7#-00000361,5
2017,BJ-2017-7#-00000362,5
2017,BJ-2017-7#-00000363,6
2017,BJ-2017-7#-00000364,6
2017,BJ-2017-7#-00000365,5
2017,BJ-2017-7#-00000367,8
2017,BJ-2017-7#-00000368,6
2017,BJ-2017-7#-00000369,5
2017,BJ-2017-7#-00000370,5
2017,BJ-2017-7#-00000371,5
2017,BJ-2017-7#-00000372,5
2017,BJ-2017-7#-00000373,5
2017,BJ-2017-7#-00000374,5
2017,BJ-2017-7#-00000375,6
2017,BJ-2017-7#-00000376,6
2017,BJ-2017-7#-00000377,8
2017,BJ-2017-7#-00000378,6
2017,BJ-2017-7#-00000379,8
2017,BJ-2017-7#-00000380,5
2017,BJ-2017-7#-00000381,8
2017,BJ-2017-7#-00000383,6
2017,BJ-2017-7#-00000384,8
2017,BJ-2017-7#-00000385,5
2017,BJ-2017-7#-00000386,6
2017,BJ-2017-7#-00000387,6
2017,BJ-2017-7#-00000388,8
2017,BJ-2017-7#-00000389,8
2017,BJ-2017-7#-00000390,6
2017,BJ-2017-7#-00000392,6
2017,BJ-2017-7#-00000393,5
2017,BJ-2017-7#-00000394,5
2017,BJ-2017-7#-00000395,10
2017,BJ-2017-7#-00000396,6
2017,BJ-2017-7#-00000397,10
2017,BJ-2017-7#-00000398,8
2017,BJ-2017-7#-00000399,5
2017,BJ-2017-7#-00000400,5
2017,BJ-2017-7#-00000401,5
2017,BJ-2017-7#-00000402,5
2017,BJ-2017-7#-00000403,6
2017,BJ-2017-7#-00000404,6
2017,BJ-2017-7#-00000405,8
2017,BJ-2017-7#-00000406,8
2017,BJ-2017-7#-00000407,5
2017,BJ-2017-7#-00000408,8
2017,BJ-2017-7#-00000409,10
2017,BJ-2017-7#-00000410,6
2017,BJ-2017-7#-00000411,6
2017,BJ-2017-7#-00000412,8
2017,BJ-2017-7#-00000413,8
2017,BJ-2017-7#-00000414,6
2017,BJ-2017-7#-00000415,8
2017,BJ-2017-7#-00000416,6
2017,BJ-2017-7#-00000417,6
2017,BJ-2017-7#-00000418,8
2017,BJ-2017-7#-00000419,8
2017,BJ-2017-7#-00000420,6
2017,BJ-2017-7#-00000421,6
2017,BJ-2017-7#-00000422,5
2017,BJ-2017-7#-00000423,6
2017,BJ-2017-7#-00000424,6
2017,BJ-2017-7#-00000425,6
2017,BJ-2017-7#-00000426,5
2017,BJ-2017-7#-00000427,6
2017,BJ-2017-7#-00000428,6
2017,BJ-2017-7#-00000429,8
2017,BJ-2017-7#-00000430,6
2017,BJ-2017-7#-00000431,6
2017,BJ-2017-7#-00000432,6
2017,BJ-2017-7#-00000433,8
2017,BJ-2017-7#-00000434,6
2017,BJ-2017-7#-00000435,6
2017,BJ-2017-7#-00000436,6
2017,BJ-2017-7#-00000437,6
2017,BJ-2017-7#-00000438,6
2017,BJ-2017-7#-00000439,5
2017,BJ-2017-7#-00000440,6
2017,BJ-2017-7#-00000441,5
2017,BJ-2017-7#-00000442,8
2017,BJ-2017-7#-00000443,8
2017,BJ-2017-7#-00000444,8
2017,BJ-2017-7#-00000445,8
2017,BJ-2017-7#-00000446,8
2017,BJ-2017-7#-00000447,8
2017,BJ-2017-7#-00000448,8
2017,BJ-2017-7#-00000449,8
2017,BJ-2017-7#-00000450,8
2017,BJ-2017-7#-00000451,8
2017,BJ-2017-7#-00000452,8
2017,BJ-2017-7#-00000453,8
2017,BJ-2017-7#-00000454,8
2017,BJ-2017-7#-00000455,6
2017,BJ-2017-7#-00000456,5
2017,BJ-2017-7#-00000457,5
2017,BJ-2017-7#-00000458,6
2017,BJ-2017-7#-00000459,5
2017,BJ-2017-7#-00000460,5
2017,BJ-2017-7#-00000461,5
2017,BJ-2017-7#-00000462,5
2017,BJ-2017-7#-00000463,5
2017,BJ-2017-7#-00000464,6
2017,BJ-2017-7#-00000465,6
2017,BJ-2017-7#-00000466,6
2017,BJ-2017-7#-00000467,8
2017,BJ-2017-7#-00000468,6
2017,BJ-2017-7#-00000469,6
2017,BJ-2017-7#-00000470,5
2017,BJ-2017-7#-00000471,6
2017,BJ-2017-7#-00000472,8
2017,BJ-2017-7#-00000473,6
2017,BJ-2017-7#-00000474,5
2017,BJ-2017-7#-00000475,8
2017,BJ-2017-7#-00000476,6
2017,BJ-2017-7#-00000477,6
2017,BJ-2017-7#-00000478,6
2017,BJ-2017-7#-00000479,5
2017,BJ-2017-7#-00000480,8
2017,BJ-2017-7#-00000482,6
2017,BJ-2017-7#-00000483,5
2017,BJ-2017-7#-00000484,5
2017,BJ-2017-7#-00000485,5
2017,BJ-2017-7#-00000486,8
2017,BJ-2017-7#-00000487,8
2017,BJ-2017-7#-00000488,8
2017,BJ-2017-7#-00000489,6
2017,BJ-2017-7#-00000490,6
2017,BJ-2017-7#-00000491,8
2017,BJ-2017-7#-00000493,6
2017,BJ-2017-7#-00000494,8
2017,BJ-2017-7#-00000495,8
2017,BJ-2017-7#-00000496,6
2017,BJ-2017-7#-00000497,5
2017,BJ-2017-7#-00000498,6
2017,BJ-2017-7#-00000499,8
2017,BJ-2017-7#-00000500,5
2017,BJ-2017-7#-00000501,6
2017,BJ-2017-7#-00000502,6
2017,BJ-2017-7#-00000503,6
2017,BJ-2017-7#-00000504,6
2017,BJ-2017-7#-00000505,5
2017,BJ-2017-7#-00000506,6
2017,BJ-2017-7#-00000507,6
2017,BJ-2017-7#-00000508,8
2017,BJ-2017-7#-00000509,6
2017,BJ-2017-7#-00000510,5
2017,BJ-2017-7#-00000512,8
2017,BJ-2017-7#-00000513,6
2017,BJ-2017-7#-00000514,6
2017,BJ-2017-7#-00000515,6
2017,BJ-2017-7#-00000516,6
2017,BJ-2017-7#-00000517,6
2017,BJ-2017-7#-00000518,8
2017,BJ-2017-7#-00000519,8
2017,BJ-2017-7#-00000520,8
2017,BJ-2017-7#-00000522,8
2017,BJ-2017-7#-00000523,6
2017,BJ-2017-7#-00000524,8
2017,BJ-2017-7#-00000525,8
2017,BJ-2017-7#-00000526,8
